"Model: 'HemiSphere_Arp_OneCondensate::Application0'"
"Simulation: 'FA_D1' ()"
(SimID_255314947_0_ (PDE Simulation))
"Sim time range (0.0 20.0) (saved timepoints 101)"
"Number of variables (19)"
"Variable names","arp_cm","arp_cyt","FA","GA","vcRegionVolume","vcRegionArea","vcRegionVolume_condensate","vcRegionVolume_Cyt","J_r0","J_r1","J_r2","KFlux_CM_Cyt","Size_CM","Size_condensate","Size_Cyt","sobj_condensate1_Cyt0_size","vobj_condensate1_size","vobj_Cyt0_size","ROI"

2D Slice for variable arp_cyt at time 10.8 in plane XY at Z = 0

X in rows, Y in columns
6.607009935779854E-86,6.939651216384047E-84,1.3989585118125923E-81,2.702156012549176E-79,4.992162197105185E-77,8.804648266397569E-75,1.4793459337105869E-72,2.3624032915756354E-70,3.576371241589482E-68,5.117731456689904E-66,6.899842790412183E-64,8.732010469189185E-62,1.032891789923359E-59,1.1363899462863006E-57,1.1562359575938959E-55,1.0806570118712465E-53,9.203906073467056E-52,7.074649352075108E-50,4.850107453660102E-48,2.9222010173188615E-46,1.5185413147099713E-44,6.6412742215834275E-43,2.36539575951986E-41,6.559263930563243E-40,1.3335984519525675E-38,1.870523704851498E-37,1.9028330660934056E-36,1.759989963350513E-35,3.258287772634217E-35,1.9705955953562613E-34,1.7784475435447993E-33,3.8619318514204685E-33,3.861931819016423E-33,1.77844748738876E-33,1.970595326523948E-34,3.2582874244746787E-35,1.759989894954718E-35,1.9028326865038622E-36,1.8705231914837058E-37,1.333597866046508E-38,6.559258957028512E-40,2.3653927934056744E-41,6.641261220117206E-43,1.5185368952393563E-44,2.922188857849225E-46,4.850079485326994E-48,7.074594233161166E-50,9.203811210272557E-52,1.0806425367597844E-53,1.1562161341424284E-55,1.1363653351474224E-57,1.032863857089033E-59,8.731718596649406E-62,6.899560321315672E-64,5.117476962257811E-66,3.5761568335707904E-68,2.362233723715885E-70,1.4792196090369643E-72,8.803758970422724E-75,4.991568879498893E-77,2.701779858812621E-79,1.3987313927014864E-81,6.938343083271054E-84,6.605571531631178E-86,
6.939651216384276E-84,7.259481954963344E-82,1.4572461134070934E-79,2.8023676110714573E-77,5.153700864032384E-75,9.046731472470082E-73,1.5126465109740796E-70,2.4035632435194073E-68,3.620195453682113E-66,5.1536924161813165E-64,6.912036493010127E-62,8.701465048252266E-60,1.0238613080934022E-57,1.1205458431821253E-55,1.1341801645644576E-53,1.054584974193306E-51,8.936199517162556E-50,6.834404325847608E-48,4.6621115666657236E-46,2.7949857459897725E-44,1.4451157000066566E-42,6.286918641328826E-41,2.2262733065696976E-39,6.130930046158449E-38,1.2347259174013473E-36,1.7054688562703086E-35,1.6966892702565877E-34,1.5607403882535675E-33,2.851620019868188E-33,1.6705184036306416E-32,1.495830901071098E-31,3.2474380199973243E-31,3.247438000427127E-31,1.4958308671992334E-31,1.6705182413964756E-32,2.851619805417339E-33,1.560740344294836E-33,1.696689022951516E-34,1.7054685150255134E-35,1.2347255162970047E-36,6.130926551760409E-38,2.226271178126952E-39,6.286909141885424E-41,1.4451124185700343E-42,2.7949765833882165E-44,4.662090198930175E-46,6.834361662480626E-48,8.936125171832698E-50,1.0545734936941416E-51,1.1341642604211714E-53,1.1205258775878159E-55,1.0238384033635761E-57,8.70122321605343E-60,6.911800083487194E-62,5.1534773267547695E-64,3.620012513471261E-66,2.4034172224471593E-68,1.5125367574256313E-70,9.045952269766971E-73,5.153176853476268E-75,2.8020329254917592E-77,1.457042598949419E-79,7.258301319871456E-82,6.938342620795134E-84,
1.3989585118126045E-81,1.4572461134070688E-79,2.912283969985142E-77,5.574601420931157E-75,1.0202629255981436E-72,1.7820034051228022E-70,2.9641695391502807E-68,4.6849128831444383E-66,7.01775986115896E-64,9.934724872121208E-62,1.3248791368279692E-59,1.658327623939005E-57,1.940059374516866E-55,2.1110617539057793E-53,2.124537909765711E-51,1.9642598276566443E-49,1.655142991418985E-47,1.2588688374951534E-45,8.540543798290671E-44,5.092306096199553E-42,2.618449479625769E-40,1.1326485778179843E-38,3.9859466588261284E-37,1.0896265131565328E-35,2.172534850327724E-34,2.9526502409487455E-33,2.86794665031874E-32,2.6223808198243197E-31,4.727702269720352E-31,2.677237617542842E-30,2.3764889528769262E-29,5.157950849071584E-29,5.157950827278107E-29,2.376488915212034E-29,2.6772374370288814E-30,4.727702025445524E-31,2.62238076740213E-31,2.8679463512947E-32,2.9526498189013387E-33,2.1725343381448263E-34,1.0896260541818432E-35,3.9859437979293216E-37,1.1326472754494503E-38,2.618444900563933E-40,5.0922931013441885E-42,8.540513031452691E-44,1.2588626060226208E-45,1.6551319833330628E-47,1.9642426049840907E-49,2.1245137484136734E-51,2.1110310515313684E-53,1.940023736684449E-55,1.658289568182627E-57,1.324841525309197E-59,9.934379042791857E-62,7.017462704882617E-64,4.684673344038054E-66,2.9639877730578735E-68,1.7818731767418768E-70,1.0201745878693129E-72,5.574032638523556E-75,2.9119355067090084E-77,1.4570425201371463E-79,1.3987312243743557E-81,
2.7021560125490374E-79,2.8023676110713465E-77,5.574601420931091E-75,1.0618981663032752E-72,1.933623575653223E-70,3.3594131288301004E-68,5.55727044359485E-66,8.733301347974905E-64,1.300520237438645E-61,1.8299953264070892E-59,2.4254503565775105E-57,3.0169580934216558E-55,3.50730180828648E-53,3.7923685499118866E-51,3.792566273196807E-49,3.484558067117046E-47,2.9180665745656695E-45,2.2059022825849882E-43,1.4875411530356981E-41,8.816409335051849E-40,4.5060631866259905E-38,1.937044019663439E-36,6.770955293744126E-35,1.8364017095080704E-33,3.62278911690451E-32,4.84015594564264E-31,4.581557609648306E-30,4.1617405126161856E-29,7.401720431100827E-29,4.042785185218564E-28,3.553974817858027E-27,7.711252178503014E-27,7.711252156286545E-27,3.553974779526831E-27,4.042785001366279E-28,7.401720175465099E-29,4.161740454961365E-29,4.581557276120352E-30,4.84015546264253E-31,3.622788509999407E-32,1.8364011486310597E-33,6.770951707709521E-35,1.937042351115017E-36,4.506057204401021E-38,8.816392051650564E-40,1.487536992140906E-41,2.2058937213636957E-43,2.9180512222418104E-45,3.4845336996635365E-47,3.7925316121143426E-49,3.7923239136999726E-51,3.5072493259542705E-53,3.0169013515908115E-55,2.4253936046875988E-57,1.8299425432553252E-59,1.3004743814714705E-61,8.732927773708175E-64,5.556984077064386E-66,3.3592059519373997E-68,1.9334817327479593E-70,1.061806036856464E-72,5.574032396965354E-75,2.80203265367334E-77,2.7017794200414093E-79,
4.992162197104814E-77,5.153700864032214E-75,1.0202629255981359E-72,1.933623575653219E-70,3.5021731598110907E-68,6.050518047408731E-66,9.95047868840431E-64,1.5542086288572122E-61,2.2998494380388623E-59,3.215120537655101E-57,4.2328366015797566E-55,5.229291252734035E-53,6.037282179945669E-51,6.482654835872428E-49,6.437951639592506E-47,5.87421616280959E-45,4.885562520011322E-43,3.668263410548536E-41,2.457170851185129E-39,1.4466856641069284E-37,7.344909472797839E-36,3.1358727568602973E-34,1.0881424053456865E-32,2.926260444990712E-31,5.707941788563334E-30,7.488923283381802E-29,6.8938125926721385E-28,6.216605699291331E-27,1.0904883523108884E-26,5.73064951110758E-26,4.983223324059615E-25,1.0808702750321445E-24,1.0808702729771954E-24,4.983223288674451E-25,5.730649341212327E-26,1.090488327924715E-26,6.21660564123377E-27,6.893812251974158E-28,7.48892277522894E-29,5.707941125256851E-30,2.926259810840549E-31,1.0881419883038715E-32,3.1358707686391775E-34,7.344902187931208E-36,1.4466835171696149E-37,2.4571655860285755E-39,3.6682523866874483E-41,4.885542420914538E-43,5.87418375058053E-45,6.437904826513417E-47,6.4825936586568326E-49,6.037209225392021E-51,5.229211298787485E-53,4.232755585411838E-55,3.215044242565342E-57,2.299782362612564E-59,1.5541533608223869E-61,9.950050413110612E-64,6.050204985332915E-66,3.501956702679568E-68,1.9334816663709947E-70,1.0201745090015265E-72,5.153176182541475E-75,4.991567909459964E-77,
8.804648266397148E-75,9.046731472469961E-73,1.7820034051227922E-70,3.359413128830073E-68,6.05051804740869E-66,1.0391504115974666E-63,1.6983583493578887E-61,2.635520966255694E-59,3.8735336867317805E-57,5.377060139534134E-55,7.027829122193313E-53,8.617747100705769E-51,9.873988162384042E-49,1.0521199534389743E-46,1.036824617130768E-44,9.387694072635385E-43,7.74819073723718E-41,5.773797536116535E-39,3.838788862143344E-37,2.2434855527571873E-35,1.1306452791970018E-33,4.7909478765061137E-32,1.6491662401851523E-30,4.394362772699003E-29,8.468650037745917E-28,1.0898703336343321E-26,9.733566300206872E-26,8.706334460477118E-25,1.505971388109411E-24,7.593287142970704E-24,6.522254858220117E-23,1.4141446316197547E-22,1.414144629913557E-22,6.522254828908928E-23,7.593287002047302E-24,1.5059713671021533E-24,8.706334407408014E-25,9.733565984210879E-26,1.0898702848607631E-26,8.46864937379409E-28,4.3943621135730954E-29,1.649165792824082E-30,4.7909456847640015E-32,1.130644456355969E-33,2.243483073254067E-35,3.838782654592718E-37,5.773784284327568E-39,7.748166126634838E-41,9.38765368004645E-43,1.0368186838932372E-44,1.0521120729429716E-46,9.873892713196013E-49,8.617640923194726E-51,7.027719990841748E-53,5.376955963681208E-55,3.873440911493767E-57,2.6354435824251E-59,1.698297685926362E-61,1.0391055785467826E-63,6.0502048230474E-66,3.3592057475460554E-68,1.781872992923573E-70,9.045950867903105E-73,8.803757055209666E-75,
1.4793459337105612E-72,1.512646510974063E-70,2.964169539150228E-68,5.557270443594739E-66,9.950478688404164E-64,1.698358349357877E-61,2.7575576174480295E-59,4.2496413317765667E-57,6.200611376417143E-55,8.542259946119937E-53,1.107699385743601E-50,1.347276250737281E-48,1.5308356601168109E-46,1.617373335446384E-44,1.5802391865162418E-42,1.4185356210615209E-40,1.160812930869211E-38,8.577106028593086E-37,5.655061890050191E-35,3.2777169228836286E-33,1.6382925221396681E-31,6.884093659134038E-30,2.348820435030052E-28,6.196216351137956E-27,1.1786967737482361E-25,1.4859828560482584E-24,1.2840876517277757E-23,1.1381311690308833E-22,1.9408309348252858E-22,9.35998725285647E-22,7.928047026364388E-21,1.7181893392511038E-20,1.718189337996565E-20,7.928047004873004E-21,9.359987149336262E-22,1.94083091867061E-22,1.1381311646735976E-22,1.2840876253943205E-23,1.4859828137293635E-24,1.1786967133916092E-25,6.196215726112209E-27,2.348819995400883E-28,6.884091437711145E-30,1.6382916649038102E-31,3.277714274249759E-33,5.655055103528409E-35,8.577091222226612E-37,1.1608101238734534E-38,1.4185309227294502E-40,1.5802321544901777E-42,1.617363826373721E-44,1.5308239432434712E-46,1.3472630016335685E-48,1.1076855541085526E-50,8.542125943931403E-53,6.200490359442549E-55,4.249539053044939E-57,2.7574764382800324E-59,1.6982976508976138E-61,9.950049943682142E-64,5.556983629047645E-66,2.9639874114243276E-68,1.5125364965310267E-70,1.4792192639977797E-72,
2.3624032915755897E-70,2.4035632435193364E-68,4.684912883144276E-66,8.73330134797464E-64,1.5542086288571794E-61,2.635520966255659E-59,4.249641331776537E-57,6.501106734657947E-55,9.412288836090906E-53,1.2861259932937835E-50,1.6535522431538216E-48,1.993378745162834E-46,2.2442602018450394E-44,2.3489215677680083E-42,2.273154073006627E-40,2.0209825936241112E-38,1.637957678278513E-36,1.1987523968592705E-34,7.829293804584097E-33,4.495755205953877E-31,2.2263479686153195E-29,9.267770617420758E-28,3.1312250845390486E-26,8.169771122098141E-25,1.532424520004295E-23,1.889686171069882E-22,1.575096878328967E-21,1.381689244627512E-20,2.3222907669962464E-20,1.0674377231201158E-19,8.897194344122268E-19,1.927244908268858E-18,1.9272449074661806E-18,8.897194330419115E-19,1.067437716501835E-19,2.3222907560655876E-20,1.3816892414559242E-20,1.5750968588684806E-21,1.8896861382474372E-22,1.5324244706834487E-23,8.1697705862686805E-25,3.131224691929271E-26,9.267768562196605E-28,2.2263471502423395E-29,4.495752604435002E-31,7.829286961496984E-33,1.198750866785588E-34,1.637954709582808E-36,2.020977514152493E-38,2.273146309648369E-40,2.3489108581925042E-42,2.2442467527682666E-44,1.993363260641113E-46,1.6535357995192324E-48,1.2861098039160647E-50,9.41214039962317E-53,6.5009794888459736E-55,4.2495389868507314E-57,2.6354434876343358E-59,1.5541532644425728E-61,8.732926947193475E-64,4.6846727122283174E-66,2.40341678072582E-68,2.3622331507580164E-70,
3.576371241589327E-68,3.620195453681933E-66,7.017759861158647E-64,1.3005202374385992E-61,2.2998494380388004E-59,3.873533686731704E-57,6.200611376417057E-55,9.41228883609084E-53,1.351482680563467E-50,1.8305831857321512E-48,2.3318769644987358E-46,2.7839713054496964E-44,3.102864062791664E-42,3.2138796227282617E-40,3.077193651332597E-38,2.7063746401893337E-36,2.1697242839633405E-34,1.5708117056440685E-32,1.0149749248354734E-30,5.766730104286818E-29,2.825868783871894E-27,1.1639603967705103E-25,3.889572957100406E-24,1.0025450292548202E-22,1.851889880161386E-21,2.2298175981782472E-20,1.786344538603076E-19,1.5485396641270547E-18,2.564675144490787E-18,1.1190353459407713E-17,9.154866434135149E-17,1.9818814315975242E-16,1.9818814311611293E-16,9.154866426717331E-17,1.1190353423435562E-17,2.5646751381041825E-18,1.5485396621147656E-18,1.7863445260630295E-19,2.2298175757398007E-20,1.8518898443902765E-21,1.0025449881846251E-22,3.889572641543719E-24,1.1639602246738743E-25,2.8258680733539574E-27,5.766727770700597E-29,1.0149742923267413E-30,1.5708102513664917E-32,2.169721387335952E-34,2.706369559613849E-36,3.077185701718209E-38,3.2138684093702136E-40,3.102849681381904E-42,2.7839544151740036E-44,2.331858689597155E-46,1.8305648752629638E-48,1.3514656148438403E-50,9.412140291180074E-53,6.2004901926657936E-55,3.873440730015066E-57,2.2997821965897806E-59,1.3004742464805935E-61,7.017461703792743E-64,3.6200118263245344E-66,3.576155952467856E-68,
5.117731456689577E-66,5.1536924161810156E-64,9.934724872120734E-62,1.8299953264070174E-59,3.2151205376549934E-57,5.377060139533983E-55,8.542259946119746E-53,1.2861259932937633E-50,1.830583185732137E-48,2.456381884712895E-46,3.097978291676579E-44,3.659760639918955E-42,4.033982174139159E-40,4.130300521653636E-38,3.9077316712811975E-36,3.395164224973913E-34,2.6885529878818666E-32,1.9225162096069147E-30,1.2270644883091252E-28,6.88758280077605E-27,3.334764475811294E-25,1.3571162324559477E-23,4.479005811333353E-22,1.1388489215786496E-20,2.0684914381737484E-19,2.4269716207842176E-18,1.860886748845234E-17,1.591167020717983E-16,2.5960818573761554E-16,1.0702825386692282E-15,8.566174660035397E-15,1.8531346400270764E-14,1.853134639832245E-14,8.566174656742125E-15,1.0702825370615159E-15,2.596081854234376E-16,1.5911670196298904E-16,1.86088674195601E-17,2.426971607506358E-18,2.0684914155172549E-19,1.138848893821873E-20,4.479005585755869E-22,1.357116103354588E-23,3.3347639198005736E-25,6.887580904191021E-27,1.2270639561694685E-28,1.9225149463018295E-30,2.6885503951886294E-32,3.3951595477591393E-34,3.9077241563840755E-36,4.1302896539544415E-38,4.033967905920467E-40,3.659743511153551E-42,3.0979593754821464E-44,2.456362567111982E-46,1.8305648600391424E-48,1.2861097786213588E-50,8.542125647759883E-53,5.376955673217416E-55,3.215043990248747E-57,1.8299423439744927E-59,9.934377590256695E-62,5.153476340176802E-64,5.117475705223669E-66,
